City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Magadan,RU,59.5667,150.8,72.54,75,3,9.73,clear sky
348,Pacific Grove,US,36.6177,-121.9166,60.48,88,30,3.0,scattered clouds
349,Chincha Alta,PE,-13.4099,-76.1323,57.79,83,72,2.39,broken clouds
350,Karratha,AU,-20.7377,116.8463,79.59,26,14,10.2,few clouds
351,Gushikawa,JP,26.3544,127.8686,83.79,84,40,0.0,scattered clouds
352,Houma,US,29.5958,-90.7195,78.01,93,0,0.0,clear sky
353,Korla,CN,41.7597,86.1469,95.83,14,0,11.52,clear sky
354,Victoria Point,AU,-27.5833,153.3,78.19,75,8,5.01,clear sky
355,Fortuna,US,40.5982,-124.1573,55.92,88,36,0.63,scattered clouds
356,Kerman,IR,30.2832,57.0788,87.66,33,75,4.61,broken clouds
357,Batagay,RU,67.6333,134.6333,81.3,39,73,5.28,broken clouds
358,Oksfjord,NO,70.2396,22.3479,60.87,82,83,4.56,broken clouds
359,Singaraja,ID,-8.112,115.0882,83.88,61,84,2.48,broken clouds
360,Giulianova,IT,42.7612,13.9537,86.99,63,0,1.57,clear sky
361,Moron,AR,-34.6534,-58.6198,60.55,98,99,6.85,overcast clouds
362,Gemena,CD,3.25,19.7667,72.27,94,99,4.12,overcast clouds
363,Vernon,CA,50.2581,-119.2691,77.23,50,1,1.14,clear sky
364,Amapa,BR,1.0,-52.0,70.0,100,100,1.48,overcast clouds
365,Vao,NC,-22.6667,167.4833,68.79,65,1,13.06,clear sky
366,Mormugao,IN,15.4,73.8,81.66,78,75,14.97,moderate rain
367,Grindavik,IS,63.8424,-22.4338,50.47,93,100,9.22,overcast clouds
368,Virginia Beach,US,36.8529,-75.978,82.44,75,75,10.36,broken clouds
369,Veraval,IN,20.9,70.3667,83.68,77,100,15.7,light rain
370,Tevaitoa,PF,-16.7833,-151.5,75.92,80,94,4.81,moderate rain
371,Port Keats,AU,-14.25,129.55,85.3,37,14,8.77,few clouds
372,La Asuncion,VE,11.0333,-63.8628,78.53,100,26,6.91,scattered clouds
373,Wagar,SD,16.1525,36.2032,86.07,51,76,15.77,broken clouds
374,Yar-Sale,RU,66.8333,70.8333,57.47,56,66,23.67,broken clouds
375,Iqaluit,CA,63.7506,-68.5145,40.73,100,20,2.3,few clouds
376,Dingle,PH,10.9995,122.6711,86.74,73,60,9.57,broken clouds
377,Antalaha,MG,-14.9003,50.2788,73.18,67,40,6.8,scattered clouds
378,Calvinia,ZA,-31.4707,19.776,47.71,35,0,9.24,clear sky
379,Payakumbuh,ID,-0.2202,100.6308,76.14,81,100,1.32,overcast clouds
380,Olafsvik,IS,64.8945,-23.7142,51.4,89,100,8.41,overcast clouds
381,Invermere,CA,50.5167,-116.0354,68.63,60,88,2.8,overcast clouds
382,Elliot Lake,CA,46.3834,-82.6331,48.6,88,1,4.16,clear sky
383,New Ulm,US,44.3125,-94.4605,64.78,94,100,5.75,overcast clouds
384,Eyl,SO,7.9803,49.8164,83.21,47,98,29.06,overcast clouds
385,Bria,CF,6.5423,21.9863,71.94,95,78,4.12,broken clouds
386,Pokhara,NP,28.2333,83.9833,78.44,85,68,2.95,broken clouds
387,Caravelas,BR,-17.7125,-39.2481,67.95,86,12,4.09,few clouds
388,Nanortalik,GL,60.1432,-45.2371,42.48,96,100,5.57,overcast clouds
389,Praya,CV,14.9215,-23.5087,77.54,83,40,5.75,scattered clouds
390,Warrington,GB,53.3925,-2.5802,57.31,94,75,13.8,broken clouds
391,Beaverlodge,CA,55.2166,-119.4361,60.15,74,48,3.94,scattered clouds
392,Bilma,NE,18.6853,12.9164,85.05,20,32,8.1,scattered clouds
393,Lerwick,GB,60.1545,-1.1494,50.0,76,100,21.14,overcast clouds
394,Pitrufquen,CL,-38.9833,-72.65,51.82,87,100,6.91,overcast clouds
395,Almaznyy,RU,48.0448,40.045,73.92,58,49,8.25,scattered clouds
396,Roald,NO,62.5833,6.1333,58.12,88,75,1.14,light intensity drizzle
397,Yulara,AU,-25.2406,130.9889,66.06,24,0,12.41,clear sky
398,Savannah Bight,HN,16.45,-85.85,82.47,76,81,15.43,broken clouds
399,Verkhnyaya Inta,RU,65.9811,60.3094,47.05,94,100,20.29,overcast clouds
400,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.37,87,1,8.19,clear sky
401,Arraial Do Cabo,BR,-22.9661,-42.0278,69.85,86,7,17.69,clear sky
402,Rincon,US,32.296,-81.2354,82.85,83,0,5.75,clear sky
403,Ponta Do Sol,PT,32.6667,-17.1,81.23,38,61,4.85,broken clouds
404,Manono,CD,-7.3,27.4167,77.68,35,55,10.04,broken clouds
405,Churapcha,RU,62.0025,132.4325,80.87,34,38,7.36,scattered clouds
406,Touros,BR,-5.1989,-35.4608,70.75,86,66,14.99,broken clouds
407,Gasa,PS,31.5,34.4667,84.88,53,0,1.54,clear sky
408,Rio Branco,BR,-9.9747,-67.81,75.81,94,40,0.0,scattered clouds
409,Namtsy,RU,62.7161,129.6658,84.52,35,24,7.25,few clouds
410,Pasni,PK,25.2631,63.471,81.39,89,100,18.3,moderate rain
411,Rimbey,CA,52.6334,-114.2353,58.62,86,36,4.03,scattered clouds
412,Octeville,FR,49.6261,-1.6435,59.49,82,45,8.05,scattered clouds
413,Clyde River,CA,70.4692,-68.5914,35.83,100,100,8.05,light rain
414,Basco,PH,20.4487,121.9702,85.96,71,21,5.19,few clouds
415,Mpongwe,ZM,-13.5091,28.155,59.56,49,0,10.47,clear sky
416,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,94,40,4.16,scattered clouds
417,Logan,US,41.7355,-111.8344,76.24,44,0,4.61,clear sky
418,Utete,TZ,-7.986,38.758,77.34,64,71,4.74,broken clouds
419,Sawtell,AU,-30.3833,153.1,75.22,50,18,17.27,few clouds
420,Baherden,TM,38.4362,57.4316,86.85,38,73,8.43,broken clouds
421,Bandarbeyla,SO,9.4942,50.8122,83.48,51,100,31.41,overcast clouds
422,Am Timan,TD,11.0297,20.2827,75.38,87,100,7.85,overcast clouds
423,Mabaruma,GY,8.2,-59.7833,72.84,92,69,2.04,broken clouds
424,Faya,SA,18.3851,42.4509,66.72,39,99,3.56,light rain
425,Meadow Lake,US,34.8014,-106.5436,76.01,58,89,1.77,overcast clouds
426,Sinjar,IQ,36.3209,41.8754,93.0,13,0,2.3,clear sky
427,Kimbe,PG,-5.5502,150.1429,81.54,85,97,1.48,light rain
428,Fairbanks,US,64.8378,-147.7164,70.14,65,75,24.16,broken clouds
429,Kudahuvadhoo,MV,2.6708,72.8944,82.27,72,97,16.04,overcast clouds
430,Port Lincoln,AU,-34.7333,135.8667,58.15,60,67,12.84,broken clouds
431,Rocha,UY,-34.4833,-54.3333,59.68,97,100,6.82,overcast clouds
432,Kabalo,CD,-6.05,26.9167,79.48,36,78,10.54,broken clouds
433,San Policarpo,PH,12.1791,125.5072,85.42,71,96,8.48,overcast clouds
434,Catazaja,MX,17.725,-92.0167,74.34,94,99,5.66,overcast clouds
435,Ceres,US,37.5949,-120.9577,82.8,46,0,8.05,clear sky
436,Wakkanai,JP,45.4094,141.6739,75.18,69,75,8.05,broken clouds
437,Morondava,MG,-20.2833,44.2833,71.83,61,32,7.23,scattered clouds
438,Walvis Bay,NA,-22.9575,14.5053,54.09,93,100,3.44,overcast clouds
439,Gat,IL,31.61,34.7642,86.4,32,0,3.04,clear sky
440,Altamira,BR,-3.2033,-52.2064,72.19,83,65,2.95,broken clouds
441,Bowen,AU,-20.0167,148.2333,69.82,72,33,10.36,scattered clouds
442,Olinda,BR,-8.0089,-34.8553,69.53,88,20,1.14,few clouds
443,Tateyama,JP,34.9833,139.8667,85.1,90,100,18.21,overcast clouds
444,Yashkul,RU,46.1711,45.3435,81.68,42,49,6.73,scattered clouds
445,Roma,US,43.2128,-75.4557,59.63,91,0,1.99,clear sky
446,Sangat,PH,10.136,123.6896,89.6,73,93,6.67,overcast clouds
447,Aksarka,RU,66.5606,67.7975,52.72,68,82,23.22,broken clouds
448,Nizhnyaya Poyma,RU,56.1622,97.1933,67.28,49,99,12.66,overcast clouds
449,Tiksi,RU,71.6872,128.8694,54.39,75,76,4.9,broken clouds
450,Ishigaki,JP,24.3448,124.1572,87.93,79,40,6.91,scattered clouds
451,The Valley,AI,18.217,-63.0578,82.26,76,71,18.25,broken clouds
452,Porto San Giorgio,IT,43.1827,13.7934,86.99,48,0,2.66,clear sky
453,Oranjestad,AW,12.524,-70.027,80.37,82,94,20.18,overcast clouds
454,Menongue,AO,-14.6585,17.691,54.41,41,0,3.67,clear sky
455,Luquillo,PR,18.3725,-65.7166,82.33,76,74,13.24,broken clouds
456,Nishihara,JP,26.1842,127.7558,83.86,84,75,5.75,broken clouds
457,Opuwo,NA,-18.0607,13.84,58.05,38,29,1.43,scattered clouds
458,Lata,PT,40.1629,-8.3327,59.0,97,6,1.95,clear sky
459,Hoquiam,US,46.9809,-123.8893,69.46,90,0,6.91,clear sky
460,Abu Kamal,SY,34.4506,40.9171,91.47,15,0,9.37,clear sky
461,Agbor,NG,6.2518,6.1934,72.43,99,98,2.3,overcast clouds
462,Hastings,GB,50.8552,0.5729,60.53,79,14,7.9,few clouds
463,Kedgwick,CA,47.6446,-67.3434,55.0,84,5,6.78,clear sky
464,Kuryk,KZ,43.2,51.65,80.53,52,0,12.35,clear sky
465,Kabompo,ZM,-13.5927,24.2008,58.55,48,0,7.18,clear sky
466,Klyuchi,RU,52.2667,79.1667,81.0,30,0,4.36,clear sky
467,Yuzhou,CN,34.1628,113.4639,87.8,69,87,4.27,overcast clouds
468,Buraydah,SA,26.326,43.975,91.85,13,40,5.28,scattered clouds
469,Bilibino,RU,68.0546,166.4372,50.47,48,74,15.57,broken clouds
470,Bereda,ES,43.2686,-7.5406,59.14,100,80,4.05,broken clouds
471,Martapura,ID,-3.4167,114.85,86.09,74,40,3.44,scattered clouds
472,San Gavino Monreale,IT,39.5514,8.7917,85.3,47,0,6.22,clear sky
473,Ngunguru,NZ,-35.6167,174.5,55.69,75,27,19.19,scattered clouds
474,Huilong,CN,31.8111,121.655,86.81,75,46,13.09,scattered clouds
475,Kharan,PK,28.5833,65.4167,87.53,52,88,5.21,light rain
476,Las Palmas,ES,28.4204,-14.0131,77.79,57,0,12.66,clear sky
477,Monrovia,LR,6.3005,-10.7969,73.29,78,18,1.59,few clouds
478,Husavik,IS,66.0449,-17.3389,48.61,88,100,3.78,overcast clouds
479,Soconusco,MX,17.9667,-94.8667,73.13,94,91,1.48,overcast clouds
480,Ossora,RU,59.2353,163.0719,61.3,74,67,7.05,light rain
481,Broome,US,42.2506,-75.833,60.01,94,0,2.08,clear sky
482,Bama,NG,11.5221,13.6856,77.43,74,100,11.68,overcast clouds
483,Kalmar,SE,56.6616,16.3616,66.15,95,99,5.01,overcast clouds
484,Areosa,PT,41.7178,-8.8571,63.93,86,0,8.88,clear sky
485,Poum,NC,-20.2333,164.0167,73.44,72,0,10.98,clear sky
486,Ketchikan,US,55.3422,-131.6461,66.67,72,100,8.05,overcast clouds
487,Muisne,EC,0.6,-80.0333,72.36,89,100,6.71,light rain
488,Bethanien,NA,-26.502,17.1583,53.55,34,0,8.68,clear sky
489,Kashi,CN,39.4547,75.9797,92.41,16,18,6.71,dust
490,Dunmore Town,BS,25.5,-76.65,82.85,78,75,19.01,broken clouds
491,Thompson,CA,55.7435,-97.8558,51.96,100,75,0.0,broken clouds
492,Umarkot,PK,25.3616,69.7362,81.5,83,100,5.7,overcast clouds
493,Ancud,CL,-41.8697,-73.8203,49.23,91,97,11.25,overcast clouds
494,Sistranda,NO,63.7256,8.834,55.71,96,100,23.11,overcast clouds
495,Verkhnevilyuysk,RU,63.4453,120.3167,87.89,43,5,9.55,clear sky
496,Bongaree,AU,-27.0797,153.1586,76.06,64,4,6.13,clear sky
497,Hami,CN,42.8,93.45,93.65,11,0,2.91,clear sky
498,Front Royal,US,38.9182,-78.1944,75.58,93,75,1.01,broken clouds
499,Dezhou,CN,37.4486,116.2925,90.68,50,34,5.86,scattered clouds
500,Hay River,CA,60.8156,-115.7999,58.98,82,20,2.3,few clouds
501,Kasongo-Lunda,CD,-6.4667,16.8167,69.26,49,5,1.61,clear sky
502,Portree,GB,57.4129,-6.1942,51.53,94,100,3.89,overcast clouds
503,Sioux Lookout,CA,50.1001,-91.917,64.47,68,100,4.61,overcast clouds
504,Severomuysk,RU,56.1481,113.4267,66.42,57,69,6.6,light rain
505,Kingsport,US,36.5484,-82.5618,75.11,96,75,0.0,mist
506,Kasane,BW,-17.8167,25.15,58.89,49,0,8.72,clear sky
507,Santa Luzia,BR,-19.7697,-43.8514,59.9,72,0,3.44,clear sky
508,Cidreira,BR,-30.1811,-50.2056,60.85,95,4,9.26,clear sky
509,Chapais,CA,49.7834,-74.8492,55.18,95,100,9.4,overcast clouds
510,Ternate,ID,0.8,127.4,82.58,77,68,4.23,light rain
511,Fuxin,CN,42.0156,121.6589,85.95,49,45,16.24,scattered clouds
512,Tobane,BW,-21.95,27.9,53.11,88,18,7.65,few clouds
513,Dudinka,RU,69.4058,86.1778,67.62,55,100,14.94,overcast clouds
514,Harrislee,DE,54.8,9.3833,61.72,94,47,19.57,scattered clouds
515,Hovd,MN,48.0056,91.6419,68.5,28,3,8.57,clear sky
516,Ivrea,IT,45.4672,7.8762,76.89,71,4,3.56,clear sky
517,Huambo,AO,-12.7761,15.7392,52.9,43,0,2.48,clear sky
518,Paita,PE,-5.0892,-81.1144,63.97,88,74,9.86,broken clouds
519,Lumeje,AO,-11.55,20.7833,57.18,40,0,7.16,clear sky
520,Aasiaat,GL,68.7098,-52.8699,37.65,99,100,6.78,light rain
521,Morehead,US,37.2711,-87.1764,74.95,94,40,0.0,scattered clouds
522,Mayya,RU,61.7333,130.2811,85.32,32,36,7.96,scattered clouds
523,Tura,IN,25.5198,90.2201,77.16,90,98,2.82,overcast clouds
524,Yantal,RU,56.8471,105.2542,60.15,97,91,7.87,light rain
525,Batemans Bay,AU,-35.7167,150.1833,56.1,82,64,9.98,light rain
526,Muros,ES,42.7762,-9.0603,64.09,84,7,8.43,clear sky
527,Pacifica,US,37.6138,-122.4869,62.06,92,20,9.22,few clouds
528,Rio Grande,BR,-32.035,-52.0986,60.94,99,92,7.45,overcast clouds
529,Betafo,MG,-19.8333,46.85,63.19,53,1,2.86,clear sky
530,Ilorin,NG,8.5,4.55,72.25,94,100,7.99,overcast clouds
531,Brae,GB,60.3964,-1.353,50.18,76,100,21.16,overcast clouds
532,Ewo,CG,-0.8725,14.8206,72.07,84,64,5.19,broken clouds
533,Acarau,BR,-2.8856,-40.12,76.06,85,84,15.05,broken clouds
534,Songjianghe,CN,42.1859,127.479,82.18,58,100,4.03,overcast clouds
535,Linares,CL,-35.85,-71.6,51.62,85,99,7.56,overcast clouds
536,Jolalpan,MX,18.325,-98.8417,66.18,94,91,2.64,overcast clouds
537,Mackay,AU,-21.15,149.2,67.66,72,3,7.07,clear sky
538,Yilan,TW,24.757,121.753,96.03,54,6,7.43,clear sky
539,North Bend,US,43.4065,-124.2243,60.93,98,100,6.91,mist
540,Sao Raimundo Nonato,BR,-9.0153,-42.6994,71.4,71,100,6.8,overcast clouds
541,Halifax,CA,44.6453,-63.5724,66.34,98,100,20.71,light rain
542,Coolum Beach,AU,-26.5333,153.1,76.1,65,1,8.43,clear sky
543,Shache,CN,38.4167,77.2406,98.1,14,5,9.84,clear sky
544,Terra Roxa,BR,-23.8557,-50.0314,58.8,68,95,3.58,overcast clouds
545,Concarneau,FR,47.875,-3.9225,61.09,68,78,5.17,broken clouds
546,Carutapera,BR,-1.195,-46.02,74.86,93,100,4.43,overcast clouds
547,Agadir,MA,30.4202,-9.5982,75.65,35,11,3.04,few clouds
548,Gretna,US,29.9147,-90.054,82.4,82,0,4.61,clear sky
549,Margate,GB,51.3813,1.3862,59.88,92,47,5.01,scattered clouds
550,Prainha,BR,-1.8,-53.48,74.28,85,99,3.22,overcast clouds
551,Nortelandia,BR,-14.4547,-56.8028,68.92,49,36,3.22,scattered clouds
552,Parana,AR,-31.732,-60.5238,68.58,90,98,7.92,overcast clouds
553,Dhidhdhoo,MV,6.8833,73.1,81.91,77,35,17.45,scattered clouds
554,Hamilton,US,39.1834,-84.5333,74.89,82,40,5.75,scattered clouds
555,Novobataysk,RU,46.8981,39.7819,72.81,51,65,10.27,broken clouds
556,Portoferraio,IT,42.8115,10.3146,84.96,94,20,0.0,few clouds
557,Goundam,ML,16.4145,-3.6708,89.2,45,100,10.04,overcast clouds
558,Barcelos,PT,41.5388,-8.6151,68.92,87,0,2.42,clear sky
559,Montes Claros,BR,-16.735,-43.8617,58.33,79,0,3.27,clear sky
560,Adre,TD,13.4667,22.2,77.34,75,84,8.77,broken clouds
561,George,ZA,-33.963,22.4617,54.95,44,0,2.3,clear sky
562,Mackenzie,CA,55.2999,-123.1698,68.22,68,100,3.44,overcast clouds
563,Sorland,NO,67.667,12.6934,53.46,93,100,22.06,overcast clouds
564,Mugur-Aksy,RU,50.35,90.5,59.36,31,31,2.51,scattered clouds
565,Pastavy,BY,55.1168,26.8326,65.43,73,61,5.77,broken clouds
566,Jacareacanga,BR,-6.2222,-57.7528,72.1,60,0,0.72,clear sky
567,Mapiripan,CO,2.8892,-72.1256,72.01,95,99,1.9,overcast clouds
568,Caibarien,CU,22.5206,-79.4669,78.12,85,94,12.77,overcast clouds
569,Tosu,JP,33.3667,130.5167,95.92,25,9,4.36,clear sky
570,Sydney,AU,-33.8679,151.2073,61.72,55,75,23.02,broken clouds
571,Kununurra,AU,-15.7667,128.7333,93.18,14,23,8.05,few clouds
572,Capaci,IT,38.1711,13.2393,82.74,75,0,9.22,clear sky
573,Mingguang,CN,32.7802,117.9638,77.22,83,100,2.98,overcast clouds
574,Riberalta,BO,-10.9833,-66.1,72.19,78,83,0.65,broken clouds
575,Kattivakkam,IN,13.2167,80.3167,84.29,57,95,4.05,moderate rain
576,Unhel,IN,23.3333,75.5667,73.6,92,100,10.18,overcast clouds
577,Wenling,CN,28.3669,121.36,86.99,69,27,13.11,scattered clouds
578,Waingapu,ID,-9.6567,120.2641,84.72,53,14,14.85,few clouds
579,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,62.26,40,4,6.06,clear sky
580,Christchurch,NZ,-43.5333,172.6333,51.91,96,100,5.75,moderate rain
581,Nesbyen,NO,60.5681,9.1027,56.01,77,86,4.0,overcast clouds
582,Reserva,BR,-24.6503,-50.8506,54.95,81,53,2.01,broken clouds
583,Fonte Boa,BR,-2.4959,-66.2662,72.75,98,49,1.57,scattered clouds
584,Aksu,CN,41.1231,80.2644,97.56,13,0,5.08,clear sky
585,Aleksandrov Gay,RU,50.147,48.5704,75.43,53,65,7.67,broken clouds
586,Impfondo,CG,1.6381,18.0667,71.51,96,99,2.68,overcast clouds
587,Cherdyn,RU,60.403,56.4787,66.88,41,98,7.27,overcast clouds
588,Akdepe,TM,42.0551,59.3788,80.69,34,26,13.06,scattered clouds
589,Booue,GA,-0.0921,11.9385,71.15,94,93,1.41,overcast clouds
590,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,65,75,11.5,broken clouds
591,Dauphin,CA,51.1494,-100.0502,57.34,95,40,6.91,scattered clouds
592,Kutulik,RU,53.3508,102.7839,67.51,53,100,13.82,overcast clouds
593,Caranavi,BO,-15.8167,-67.55,63.23,89,84,1.61,broken clouds
594,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.15,98,95,7.29,overcast clouds
595,Havoysund,NO,70.9963,24.6622,61.03,83,92,3.87,overcast clouds
596,Teya,RU,60.3778,92.6267,66.33,62,100,6.49,overcast clouds
597,Makushino,RU,55.2103,67.2442,82.85,48,43,5.57,scattered clouds
598,Do Gonbadan,IR,30.3586,50.7981,91.49,13,58,0.0,broken clouds
599,Ulagan,RU,50.6321,87.9563,69.6,30,7,3.58,clear sky
600,Kipini,KE,-2.5257,40.5262,77.29,72,63,15.86,light rain
601,Cerrito,CO,6.8432,-72.694,50.65,90,74,4.72,broken clouds
602,Santa Cruz,BO,-17.8,-63.1667,71.06,88,40,4.61,scattered clouds
603,Topeka,US,39.0483,-95.678,70.18,85,20,9.22,few clouds
604,Imbituba,BR,-28.24,-48.6703,64.09,99,1,1.99,clear sky
605,Hokitika,NZ,-42.7167,170.9667,50.56,72,98,6.38,overcast clouds
606,Yerbogachen,RU,61.2767,108.0108,87.35,39,12,10.49,few clouds
607,Kieta,PG,-6.2167,155.6333,82.04,75,29,3.04,scattered clouds
608,Schwabisch Gmund,DE,48.7995,9.7981,70.79,82,67,6.2,broken clouds
609,Felipe Carrillo Puerto,MX,19.5833,-88.05,74.53,95,62,2.44,broken clouds
610,Chioggia,IT,45.2256,12.2889,79.14,83,4,8.59,clear sky
611,Puerto Madryn,AR,-42.7692,-65.0385,46.62,94,98,1.77,overcast clouds
612,Mut,TR,36.6439,33.4389,84.83,25,0,12.26,clear sky
613,Tazovskiy,RU,67.4667,78.7,60.35,49,71,15.79,broken clouds
614,Zverinogolovskoye,RU,54.4586,64.8542,84.6,41,96,4.0,overcast clouds
615,Caruray,PH,10.3094,119.0128,84.33,76,100,1.95,moderate rain
616,La Merced,CO,5.4019,-75.8847,55.65,98,99,0.65,overcast clouds
617,Miyazu,JP,35.5333,135.1833,86.2,73,24,6.24,few clouds
618,Basar,IN,27.9833,94.6667,77.02,87,99,1.88,overcast clouds
619,Uarini,BR,-2.99,-65.1083,72.81,93,40,2.44,scattered clouds
620,Gornopravdinsk,RU,60.05,69.9,74.79,64,77,5.17,broken clouds
621,Severnoye,RU,56.3491,78.3619,75.81,65,30,6.89,scattered clouds
622,Maniitsoq,GL,65.4167,-52.9,39.31,96,87,9.78,overcast clouds
623,Hasaki,JP,35.7333,140.8333,86.4,88,100,18.19,overcast clouds
624,Gizo,SB,-8.103,156.8419,84.45,69,15,6.87,light rain
625,Northam,GB,51.0333,-4.2167,59.4,79,96,7.81,overcast clouds
626,Biak,ID,-0.9131,122.8766,80.71,77,76,7.23,light rain
627,Novyy Urengoy,RU,66.0833,76.6333,63.97,42,64,13.71,broken clouds
628,Popondetta,PG,-8.7537,148.2534,87.3,58,33,6.02,scattered clouds
629,Kelowna,CA,49.8831,-119.4857,79.95,51,0,2.3,clear sky
630,Charlestown,AU,-32.95,151.6667,65.73,47,18,8.99,few clouds
631,Skibbereen,IE,51.55,-9.2667,56.1,66,94,5.48,overcast clouds
632,Sumbawanga,TZ,-7.9667,31.6167,60.87,60,48,7.85,scattered clouds
633,Elk Plain,US,47.0532,-122.3976,75.07,71,0,0.0,clear sky
634,Coos Bay,US,43.3665,-124.2179,61.0,98,100,6.91,mist
635,Maxixe,MZ,-23.8597,35.3472,64.85,67,0,7.45,clear sky
636,Rawson,AR,-43.3002,-65.1023,44.89,100,100,4.61,mist
637,Yaroslavl,RU,57.6299,39.8737,69.6,83,40,4.47,scattered clouds
638,Saint-Augustin,CA,51.226,-58.6502,58.78,99,100,6.06,overcast clouds
639,Jacmel,HT,18.2342,-72.5347,82.24,80,23,2.55,few clouds
640,Kaniama,CD,-7.5667,24.1833,70.97,37,40,8.84,scattered clouds
641,Homer,US,59.6425,-151.5483,57.07,73,100,12.66,overcast clouds
642,Pravia,ES,43.4906,-6.1508,63.23,94,100,2.3,overcast clouds
643,Mount Isa,AU,-20.7333,139.5,74.97,25,0,17.27,clear sky
644,Jiangyin,CN,31.9282,120.3126,96.98,44,47,10.94,scattered clouds
645,Coquimbo,CL,-29.9533,-71.3436,54.16,80,60,1.41,broken clouds
646,Muromtsevo,RU,56.3724,75.2418,79.05,61,4,6.35,light rain
647,Santa Rosa,PH,14.3122,121.1114,90.09,76,100,5.5,overcast clouds
648,Cienfuegos,CU,22.1461,-80.4356,77.14,94,49,3.44,scattered clouds
649,Muroto,JP,33.2833,134.15,83.37,72,87,4.54,overcast clouds
650,Laguna,US,38.421,-121.4238,77.45,62,0,9.22,clear sky
651,Chepareria,KE,1.3077,35.2039,66.15,76,96,0.49,light rain
652,Shakawe,BW,-18.3667,21.85,56.97,48,3,4.03,clear sky
653,Asyut,EG,27.181,31.1837,78.98,19,0,4.27,clear sky
654,Podgorica,ME,42.4411,19.2636,82.18,36,0,2.3,clear sky
655,Urambo,TZ,-5.0667,32.05,69.71,54,57,11.9,broken clouds
656,Coahuayana,MX,18.7333,-103.6833,76.89,94,95,1.92,overcast clouds
657,Varnavino,RU,57.4035,45.0916,74.17,68,17,5.7,few clouds
658,Hit,IQ,33.6416,42.8251,98.56,10,0,12.24,clear sky
659,Thunder Bay,CA,48.4001,-89.3168,55.38,94,40,3.44,scattered clouds
660,Novikovo,RU,51.1537,37.8879,66.67,85,100,4.23,light rain
661,Santa Elena,EC,-2.2333,-80.85,68.02,85,98,7.31,overcast clouds
662,Nauta,PE,-4.5061,-73.5757,71.42,98,88,0.72,overcast clouds
663,Rochegda,RU,62.8,43.25,66.81,52,67,3.85,broken clouds
664,Te Anau,NZ,-45.4167,167.7167,41.61,98,100,4.27,moderate rain
665,Makinsk,KZ,52.6292,70.4169,84.76,30,95,6.78,overcast clouds
666,Berdigestyakh,RU,62.0989,126.6992,84.51,40,43,8.34,scattered clouds
667,Nhulunbuy,AU,-12.2333,136.7667,84.81,61,40,17.27,scattered clouds
668,Lusambo,CD,-4.9667,23.45,78.85,36,97,3.02,overcast clouds
669,Surgut,RU,61.25,73.4167,69.98,68,0,4.47,clear sky
670,Daru,PG,-9.0763,143.2092,77.04,86,93,15.17,overcast clouds
671,Nyurba,RU,63.2842,118.3319,88.38,43,2,10.22,clear sky
672,Payo,ID,-3.7508,103.6372,89.64,53,81,2.93,broken clouds
673,Pulaski,US,34.7668,-92.3001,83.16,70,20,5.75,few clouds
674,Zapolyarnyy,RU,69.4154,30.8136,56.48,87,100,6.35,overcast clouds
675,Salalah,OM,17.0151,54.0924,76.44,95,100,10.16,light rain
676,Kysyl-Syr,RU,63.8986,122.7617,86.27,38,6,8.52,clear sky
677,Parabel,RU,58.6978,81.4825,70.68,61,80,6.8,broken clouds
678,Tiznit,MA,29.5833,-9.5,84.9,21,6,0.85,clear sky
679,Tahe,CN,52.3333,124.7333,87.22,35,24,7.63,few clouds
680,Tilichiki,RU,60.4667,166.1,57.54,74,90,8.41,light rain
681,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.57,45,11,5.61,few clouds
682,Ondangwa,NA,-17.9167,15.95,59.97,37,45,5.39,scattered clouds
683,Kalmunai,LK,7.4167,81.8167,89.56,55,70,5.39,broken clouds
684,Alice Springs,AU,-23.7,133.8833,69.22,32,0,14.97,clear sky
685,Puerto Morazan,NI,12.8504,-87.1717,73.98,92,52,2.21,broken clouds
686,Karasjok,NO,69.4719,25.5112,55.49,97,100,4.88,overcast clouds
687,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,100,6.91,mist
688,Filingue,NE,14.3521,3.3168,83.95,56,96,16.06,overcast clouds
689,Bulgan,MN,48.8125,103.5347,54.52,92,100,3.49,light rain
690,Eureka,US,40.8021,-124.1637,56.19,89,57,1.88,broken clouds
691,Shiyan,CN,32.6475,110.7781,89.69,64,54,8.66,broken clouds
692,Yining,CN,29.0361,114.5636,103.19,31,16,6.49,few clouds
693,Saint-Francois,FR,46.4154,3.9054,60.67,82,75,5.75,broken clouds
694,Sukhobezvodnoye,RU,57.0491,44.8891,75.27,64,15,6.89,few clouds
695,Socorro,US,31.6546,-106.3033,82.26,57,75,16.11,thunderstorm
696,Nara,JP,34.6851,135.8049,94.96,52,97,9.08,overcast clouds
697,Bida,NG,9.0833,6.0167,72.88,97,100,4.74,overcast clouds
